Survey,Year,Quarter,Ship,Gear,HaulNo,ShootLat,ShootLon,DateTime,Depth,Area,Subarea,DayNight,AphiaID,Species,Sex,Age_0,Age_1,Age_2,Age_3,Age_4,Age_5,Age_6,Age_7,Age_8,Age_9,Age_10,DateofCalculation
SWC-IBTS,1992,1,SCO2,GOV,18,55.85,-9.0167,07/03/1992 17:29:00,140,47,40E0,D,126438,Merlangius merlangus,-9,0,0,0.667,0.5,0.833,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,19,55.8333,-8.3667,07/03/1992 20:58:00,140,47,40E1,N,126438,Merlangius merlangus,-9,0,124.267,1866.567,518.667,663.417,32.667,48.417,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,20,55.8167,-7.8,08/03/1992 23:43:00,138,47,40E2,N,126438,Merlangius merlangus,-9,0,198.167,250.9,64.317,21.2,0.333,1.083,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,21,56.2167,-9.15,08/03/1992 08:13:00,180,44,41E0,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,22,56.25,-8.3833,08/03/1992 11:56:00,147,44,41E1,D,126438,Merlangius merlangus,-9,0,17.676,417.324,145.267,267.8,44.933,9,1,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,23,56.5167,-7.5167,08/03/1992 16:15:00,165,45,42E2,D,126438,Merlangius merlangus,-9,0,676,49.833,6.667,2.5,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,24,57.1167,-7.0333,10/03/1992 16:19:00,140,44,43E2,D,126438,Merlangius merlangus,-9,0,609.624,10.276,0.533,0.367,0.2,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,25,56.95,-7.0667,10/03/1992 19:40:00,130,45,42E2,N,126438,Merlangius merlangus,-9,0,236.4,5.267,0.333,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,26,56.8833,-7.2167,11/03/1992 08:07:00,155,45,42E2,D,126438,Merlangius merlangus,-9,0,430.4,2.767,0.333,0.5,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,27,57.9833,-5.814,11/03/1992 16:33:00,120,43,44E4,D,126438,Merlangius merlangus,-9,0,486.222,1.778,0,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,28,58.4333,-6.0333,12/03/1992 08:16:00,97,43,45E3,D,126438,Merlangius merlangus,-9,0,875.586,19.385,2.029,2,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,29,58.35,-5.9833,13/03/1992 07:45:00,110,43,45E4,D,126438,Merlangius merlangus,-9,0,649.292,5.565,0.143,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,30,58.7667,-6.1667,13/03/1992 12:20:00,110,42,46E3,D,126438,Merlangius merlangus,-9,0,781.5,1258.667,431.167,586.667,101,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,32,56.5667,-8.2167,14/03/1992 16:00:00,160,44,42E1,D,126438,Merlangius merlangus,-9,0,30.605,42.795,0.667,0.933,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,33,56.75,-9.0167,14/03/1992 20:31:00,220,44,42E0,N,126438,Merlangius merlangus,-9,0,1.143,6.857,0,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,34,57.25,-8.4667,15/03/1992 00:41:00,129,44,43E1,N,126438,Merlangius merlangus,-9,0,42.367,209.033,20.433,22.817,2.35,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,35,57.5833,-8.5167,15/03/1992 08:09:00,155,44,44E1,D,126438,Merlangius merlangus,-9,0,46.3,430.15,73.45,120.317,14.117,0.667,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,36,57.65,-9.1,15/03/1992 11:31:00,148,44,44E0,D,126438,Merlangius merlangus,-9,0,9.395,109.105,41.217,74.317,11.633,0.333,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,37,58,-9.0833,15/03/1992 14:34:00,180,44,45E0,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,38,58.2667,-8.5,15/03/1992 18:08:00,164,44,45E1,N,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,40,58.2333,-7.3167,16/03/1992 06:11:00,90,44,45E2,N,126438,Merlangius merlangus,-9,0,16.667,49.633,2.733,1.567,0.4,0,0,0,0,0,
SWC-IBTS,1992,1,SCO2,GOV,42,59.35,-5.1833,17/03/1992 08:08:00,110,42,47E4,D,126438,Merlangius merlangus,-9,0,38,51.333,15.5,21.667,3.5,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,2,59.25,-4.2833,05/03/1993 16:57:00,103,40,47E5,D,126438,Merlangius merlangus,-9,0,197,76,27,1,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,4,58.05,-5.7333,06/03/1993 14:06:00,116,43,45E4,D,126438,Merlangius merlangus,-9,0,1087.431,37.344,5.4,1.7,0,0.125,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,5,57.9667,-6.2333,06/03/1993 17:10:00,100,43,44E3,D,126438,Merlangius merlangus,-9,0,5040.306,469.302,30.35,4.793,0,0.25,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,6,57.7667,-5.9833,06/03/1993 19:44:00,140,43,44E4,N,126438,Merlangius merlangus,-9,0,28.222,4.511,1.933,0.333,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,7,57.15,-6.9833,07/03/1993 08:19:00,120,45,43E3,D,126438,Merlangius merlangus,-9,0,33.8,9,0.867,1.333,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,9,56.45,-6.6833,07/03/1993 20:02:00,103,45,41E3,N,126438,Merlangius merlangus,-9,0,936.8,22.8,0.4,0,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,10,55.45,-4.8,08/03/1993 08:35:00,62,46,39E5,D,126438,Merlangius merlangus,-9,0,933.533,8.3,0.667,0.5,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,11,55.2833,-5.1667,08/03/1993 11:21:00,51,46,39E4,D,126438,Merlangius merlangus,-9,0,892.667,28.5,5.333,1.5,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,12,55.9333,-6.6833,08/03/1993 18:41:00,60,47,40E3,N,126438,Merlangius merlangus,-9,0,67.8,1.2,0,0,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,13,55.45,-7.5,09/03/1993 08:12:00,58,47,39E2,D,126438,Merlangius merlangus,-9,0,86,354.133,28.867,1,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,14,55.3833,-8.4333,09/03/1993 12:14:00,90,47,39E1,D,126438,Merlangius merlangus,-9,0,1794,3937.267,74.567,8.5,0.667,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,15,55.45,-9.2167,09/03/1993 16:16:00,140,47,39E0,D,126438,Merlangius merlangus,-9,0,0,34.933,32.65,8.25,1.167,1,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,16,55.7667,-9.0167,09/03/1993 19:57:00,128,47,40E0,N,126438,Merlangius merlangus,-9,0,0,3.083,3.667,0.25,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,17,56.0333,-9.9043,09/03/1993 22:41:00,156,44,41E0,N,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,18,55.8167,-7.6667,10/03/1993 08:27:00,123,47,40E2,D,126438,Merlangius merlangus,-9,0,104.9,261.867,12.733,0.5,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,19,55.8167,-8.2333,10/03/1993 11:11:00,147,47,40E1,D,126438,Merlangius merlangus,-9,0,821.6,5638.733,68.5,3.5,1.667,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,20,56.25,-8.3833,10/03/1993 14:39:00,143,44,41E1,D,126438,Merlangius merlangus,-9,0,6.679,780.948,145.307,22.343,19.057,1.667,2,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,21,56.6,-8.4,10/03/1993 17:40:00,160,44,42E1,D,126438,Merlangius merlangus,-9,0,23.738,657.587,25.675,2.314,0.686,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,22,56.75,-9.1167,10/03/1993 21:25:00,200,44,42E0,N,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,23,56.45,-7.45,11/03/1993 08:19:00,140,45,41E2,D,126438,Merlangius merlangus,-9,0,423.6,205,21.733,5,2.667,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,24,56.6167,-7.35,11/03/1993 11:22:00,162,45,42E2,D,126438,Merlangius merlangus,-9,0,795.2,42.467,11.333,1.333,1.667,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,25,56.8,-6.8333,11/03/1993 15:08:00,140,45,42E3,D,126438,Merlangius merlangus,-9,0,492.4,6.4,0.867,0,0.333,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,26,58.2833,-6,13/03/1993 11:12:00,110,43,45E3,D,126438,Merlangius merlangus,-9,0,828,215.693,16.593,2.214,1,0.5,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,27,58.3833,-5.9833,13/03/1993 14:20:00,94,43,45E4,D,126438,Merlangius merlangus,-9,0,2002.361,3019.071,729.729,116.214,6.75,18.875,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,28,58.3833,-5.7,13/03/1993 17:13:00,110,43,45E4,D,126438,Merlangius merlangus,-9,0,250.042,54.012,6.982,2.089,0.5,0.375,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,29,58.7667,-6.15,13/03/1993 21:40:00,119,42,46E3,N,126438,Merlangius merlangus,-9,0,595,1883,173,13,18,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,30,58.7,-4.4333,14/03/1993 08:15:00,89,40,46E5,D,126438,Merlangius merlangus,-9,0,1009,586.5,108,5.5,3,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,31,58.5833,-5.6333,14/03/1993 13:45:00,128,42,46E4,D,126438,Merlangius merlangus,-9,0,1074.5,966.5,94.5,6.5,2,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,32,58.2667,-7.35,14/03/1993 20:44:00,74,44,45E2,N,126438,Merlangius merlangus,-9,0,7.905,20.415,0.681,0,0,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,33,57.25,-8.4667,15/03/1993 05:47:00,135,44,43E1,N,126438,Merlangius merlangus,-9,0,68.512,2355.173,154.201,15.819,8.962,0,0.333,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,34,57.5667,-8.5167,15/03/1993 08:40:00,155,44,44E1,D,126438,Merlangius merlangus,-9,0,59.131,1340.898,83.628,9.286,7.057,0,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,35,57.6833,-9.0833,15/03/1993 12:05:00,150,44,44E0,D,126438,Merlangius merlangus,-9,0,9.595,613.796,78.352,10.857,11.4,0.667,1.333,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,36,58.0167,-9.05,15/03/1993 15:36:00,180,44,45E0,D,126438,Merlangius merlangus,-9,0,0,10.774,6.512,0.333,2.048,0,0.333,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,37,58.2667,-8.5167,15/03/1993 18:22:00,180,44,45E1,N,126438,Merlangius merlangus,-9,0,2.25,16.829,11.283,4.438,4.867,0,0.333,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,39,58.6333,-7.25,16/03/1993 00:30:00,92,44,46E2,N,126438,Merlangius merlangus,-9,0,32.119,1686.614,196.371,41.352,18.876,2.667,2,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,42,58.4167,-6.0167,17/03/1993 08:45:00,92,43,45E3,D,126438,Merlangius merlangus,-9,0,650.056,586.392,164.333,25.719,2.5,6,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,43,58.3667,-5.9667,17/03/1993 11:35:00,104,43,45E4,D,126438,Merlangius merlangus,-9,0,517.986,127.996,16.025,3.118,0.5,0.375,0,0,0,0,
SWC-IBTS,1993,1,SCO2,GOV,45,57.9667,-6.2167,17/03/1993 19:45:00,97,43,44E3,N,126438,Merlangius merlangus,-9,0,703.306,569.563,174.64,36.24,2.5,11.75,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,1,58.4167,-6.0167,12/03/1994 08:27:00,96,43,45E3,D,126438,Merlangius merlangus,-9,0,1647.739,50.317,28.095,1.706,0,0.143,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,2,58.3333,-5.9667,12/03/1994 10:38:00,114,43,45E4,D,126438,Merlangius merlangus,-9,0,1561.65,58.211,18.174,1.565,0,0.4,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,3,58.3667,-5.7667,12/03/1994 13:50:00,102,43,45E4,D,126438,Merlangius merlangus,-9,0,329.5,3.944,3.533,0.822,0,0.2,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,4,58.0667,-5.7167,12/03/1994 17:24:00,110,43,45E4,D,126438,Merlangius merlangus,-9,0,582.167,10.611,1.937,0.143,0,0.143,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,5,55.45,-4.7833,14/03/1994 08:21:00,56,46,39E5,D,126438,Merlangius merlangus,-9,0,2261.4,3.4,2,0.2,0,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,6,55.2833,-5.1667,14/03/1994 11:47:00,50,46,39E4,D,126438,Merlangius merlangus,-9,0,3644.2,890.1,929.1,9.6,0,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,7,55.45,-7.4667,14/03/1994 21:11:00,60,47,39E2,N,126438,Merlangius merlangus,-9,0,718.529,17.71,8.369,1.393,0,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,8,55.3833,-8.4,15/03/1994 08:18:00,94,47,39E1,D,126438,Merlangius merlangus,-9,0,770.486,89.55,71.583,13.381,0.5,0.5,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,9,56.3667,-6.8167,15/03/1994 18:58:00,74,45,41E3,N,126438,Merlangius merlangus,-9,0,857.25,2.417,1.333,0,0,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,10,57.15,-6.9833,17/03/1994 08:16:00,130,45,43E3,D,126438,Merlangius merlangus,-9,0,13.75,0.25,3,0,0,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,11,56.7833,-6.8667,17/03/1994 11:51:00,163,45,42E3,D,126438,Merlangius merlangus,-9,0,23.75,0.25,1,1,0,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,12,56.6,-7.3667,17/03/1994 15:11:00,177,45,42E2,D,126438,Merlangius merlangus,-9,0,22.5,4.5,11,0,1,1,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,13,56.4982,-7.5213,17/03/1994 17:38:00,150,45,41E2,D,126438,Merlangius merlangus,-9,0,223.25,44.25,113,8,3,2.5,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,14,55.9833,-6.6,17/03/1994 22:55:00,50,47,40E3,N,126438,Merlangius merlangus,-9,0,91.086,4.343,3.786,0.786,0,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,15,55.45,-9.2,18/03/1994 09:21:00,120,47,39E0,D,126438,Merlangius merlangus,-9,0,0.286,4.571,18.405,2.655,1.833,0.25,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,16,55.7833,-9,18/03/1994 13:16:00,125,47,40E0,D,126438,Merlangius merlangus,-9,0,0,2.048,8.94,3.012,1,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,17,55.8333,-8.3667,18/03/1994 17:01:00,136,47,40E1,D,126438,Merlangius merlangus,-9,0,1574.2,1585.002,423.988,40.476,9.333,4,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,18,55.8333,-7.7667,18/03/1994 21:12:00,140,47,40E2,N,126438,Merlangius merlangus,-9,0,357.6,727.448,372.369,43.583,2,2,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,19,56.0167,-9.05,19/03/1994 08:27:00,158,44,41E0,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,20,56.2333,-8.35,19/03/1994 12:51:00,164,44,41E1,D,126438,Merlangius merlangus,-9,0,16.905,216.538,226.091,54.74,21.432,5.676,3.619,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,21,56.5833,-8.5167,19/03/1994 17:50:00,148,44,42E1,D,126438,Merlangius merlangus,-9,0,101.429,736.802,378.325,41.896,14.102,1.876,0.571,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,22,57.2333,-8.4667,20/03/1994 08:17:00,120,44,43E1,D,126438,Merlangius merlangus,-9,0,61.143,1210.127,855.385,93.218,19.556,1.429,3.143,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,23,57.5833,-8.5167,20/03/1994 11:25:00,148,44,44E1,D,126438,Merlangius merlangus,-9,0,36.667,449.833,499,130.957,62.286,16.971,6.286,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,24,57.6272,-9.1147,20/03/1994 14:36:00,148,44,44E0,D,126438,Merlangius merlangus,-9,0,82.333,1281.056,912.142,156.304,43.594,13.667,7.905,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,25,58,-9.0667,20/03/1994 18:11:00,189,44,45E0,D,126438,Merlangius merlangus,-9,0,0,0.986,0.681,0.222,0.111,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,26,58,-8.8667,20/03/1994 20:57:00,168,44,45E1,N,126438,Merlangius merlangus,-9,0,0,8.508,15.052,3.933,1.651,0.286,0.571,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,27,58.2167,-7.3167,21/03/1994 08:23:00,97,44,45E2,D,126438,Merlangius merlangus,-9,0,80,94.933,16.198,0.758,0.111,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,28,57.9833,-6.2333,23/03/1994 12:49:00,107,43,44E3,D,126438,Merlangius merlangus,-9,0,4050.5,60.597,13.054,0.873,0.333,0.643,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,29,57.7833,-5.95,23/03/1994 15:41:00,148,43,44E4,D,126438,Merlangius merlangus,-9,0,47.422,3.953,6.395,0.921,1.167,0.143,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,31,58.2667,-6,24/03/1994 09:06:00,117,43,45E3,D,126438,Merlangius merlangus,-9,0,1895.794,56.719,16.424,1.719,0,0.343,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,32,58.3667,-5.9667,24/03/1994 11:28:00,106,43,45E4,D,126438,Merlangius merlangus,-9,0,2076.689,46.603,15.946,0.619,0,0.143,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,33,58.6167,-7.3,25/03/1994 08:11:00,98,44,46E2,D,126438,Merlangius merlangus,-9,0,88.381,1364.147,765.92,64.26,17.149,2.714,1.429,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,34,58.8167,-6.2833,25/03/1994 13:11:00,127,42,46E3,D,126438,Merlangius merlangus,-9,0,875,472.25,27.25,1.5,1,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,35,59.3333,-6.3667,25/03/1994 20:54:00,158,42,47E3,N,126438,Merlangius merlangus,-9,0,0.75,22.75,177.833,22,23.667,2,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,36,59.35,-5.1833,26/03/1994 06:30:00,118,42,47E4,D,126438,Merlangius merlangus,-9,0,17.583,332.083,106.667,1,1.167,0.5,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,37,59.25,-4.3,26/03/1994 10:31:00,90,40,47E5,D,126438,Merlangius merlangus,-9,0,154.667,56.333,9,2.5,0.5,1,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,40,58.7,-4.3167,26/03/1994 22:49:00,91,40,46E5,N,126438,Merlangius merlangus,-9,0,79.667,11.833,1.167,0.333,0,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,41,58.6167,-5.6,27/03/1994 08:37:00,119,42,46E4,D,126438,Merlangius merlangus,-9,0,625.667,18.083,2.25,0,0,0,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,42,58.4,-5.6,27/03/1994 10:48:00,110,43,45E4,D,126438,Merlangius merlangus,-9,0,994.117,14.508,14.196,2.494,0.5,1.186,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,43,58.05,-5.7333,27/03/1994 14:33:00,109,43,45E4,D,126438,Merlangius merlangus,-9,0,1019.567,10.475,6.404,2.021,0.333,0.2,0,0,0,0,
SWC-IBTS,1994,1,SCO2,GOV,44,58.7,-4.4,28/03/1994 08:30:00,92,40,46E5,D,126438,Merlangius merlangus,-9,0,135,48.25,10.417,5.333,2,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,1,58.8333,-6.7833,08/03/1996 09:10:00,158,42,46E3,D,126438,Merlangius merlangus,-9,0,39.75,82.917,10.083,10.25,4,6,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,2,58.7,-7.1833,08/03/1996 11:45:00,105,44,46E2,D,126438,Merlangius merlangus,-9,0,65,652.639,128.488,83.448,20.853,3.905,0.667,1,0,0,
SWC-IBTS,1996,1,SCO2,GOV,3,58.2667,-7.3667,08/03/1996 15:47:00,85,44,45E2,D,126438,Merlangius merlangus,-9,0,344.3,1033.839,44.836,24.214,3.136,0.375,0,0.3,0,0,
SWC-IBTS,1996,1,SCO2,GOV,4,58.5167,-8.0167,08/03/1996 21:18:00,150,48,46E1,N,126438,Merlangius merlangus,-9,0,0,2,0,0,0,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,5,58.0333,-8.8666,09/03/1996 07:37:00,160,44,45E1,D,126438,Merlangius merlangus,-9,0,1.5,98.542,129.953,233.142,129.057,22.839,5.167,6.8,0,0,
SWC-IBTS,1996,1,SCO2,GOV,6,58.0667,-9.0167,09/03/1996 11:21:00,195,44,45E0,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,7,57.7333,-9.0833,09/03/1996 17:02:00,154,44,44E0,D,126438,Merlangius merlangus,-9,0,3.5,365.792,349.646,485.793,233.264,43.071,11.333,12.6,0,0,
SWC-IBTS,1996,1,SCO2,GOV,8,57.6333,-8.5167,09/03/1996 21:24:00,155,44,44E1,N,126438,Merlangius merlangus,-9,0,25.85,456.289,201.64,151.529,33.38,4.679,0.333,2.3,0,0,
SWC-IBTS,1996,1,SCO2,GOV,9,58.4167,-6.0167,10/03/1996 08:36:00,100,43,45E3,D,126438,Merlangius merlangus,-9,0,2212.042,1287.208,264,36.25,8.5,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,10,58.35,-5.9833,10/03/1996 10:53:00,104,43,45E4,D,126438,Merlangius merlangus,-9,0,3740.804,456.996,59.367,7.083,1.75,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,11,57.9667,-6.2333,10/03/1996 15:10:00,107,43,44E3,D,126438,Merlangius merlangus,-9,0,2353.036,12.964,0,0,0,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,12,58,-5.7833,10/03/1996 18:28:00,105,43,45E4,N,126438,Merlangius merlangus,-9,0,806.339,7.911,0.5,0.25,0,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,13,57.7333,-5.9667,11/03/1996 07:50:00,155,43,44E4,D,126438,Merlangius merlangus,-9,0,267.375,1.625,0,0,0,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,14,57.0833,-7.0333,11/03/1996 16:26:00,145,44,43E2,D,126438,Merlangius merlangus,-9,0,98.65,38.336,1.681,0.222,0.111,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,15,56.8,-6.8333,11/03/1996 21:39:00,155,45,42E3,N,126438,Merlangius merlangus,-9,0,115.4,23.3,5.4,0.5,0.4,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,16,56.5833,-7.4667,12/03/1996 07:15:00,175,45,42E2,D,126438,Merlangius merlangus,-9,0,94.5,45.25,15.9,2.75,4.1,0.5,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,17,56.6,-8.4167,12/03/1996 13:02:00,164,44,42E1,D,126438,Merlangius merlangus,-9,0,22.55,336.644,47.662,27.561,3.548,0.935,0,0.1,0,0,
SWC-IBTS,1996,1,SCO2,GOV,18,56.75,-9.0167,12/03/1996 16:44:00,200,44,42E0,D,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,19,57.2333,-8.45,12/03/1996 21:12:00,122,44,43E1,N,126438,Merlangius merlangus,-9,0,107.25,989.875,149.225,62.95,11.15,0.917,0.333,0.3,0,0,
SWC-IBTS,1996,1,SCO2,GOV,29,55.45,-4.8,18/03/1996 15:17:00,60,46,39E5,D,126438,Merlangius merlangus,-9,0,9810.667,126,83.4,9.933,0,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,30,55.3,-5.1667,18/03/1996 17:53:00,50,46,39E4,D,126438,Merlangius merlangus,-9,0,2392.5,232.333,218.567,20.6,0,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,31,55.45,-7.4833,19/03/1996 06:55:00,60,47,39E2,D,126438,Merlangius merlangus,-9,0,122.567,4.767,0.667,0,0,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,32,55.3667,-8.45,19/03/1996 11:09:00,92,47,39E1,D,126438,Merlangius merlangus,-9,0,2288.8,696.8,200.8,10,10,5.6,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,33,55.4333,-9.1833,19/03/1996 15:02:00,116,47,39E0,D,126438,Merlangius merlangus,-9,0,9.8,124.4,177.933,58.333,33.5,18.033,0,9,0,0,
SWC-IBTS,1996,1,SCO2,GOV,34,55.7833,-9.0167,19/03/1996 18:52:00,133,47,40E0,N,126438,Merlangius merlangus,-9,0,2.933,12.333,21.133,10.5,10.333,4.1,0,1.667,0,0,
SWC-IBTS,1996,1,SCO2,GOV,35,56.1833,-9.1,19/03/1996 22:07:00,176,44,41E0,N,126438,Merlangius merlangus,-9,0,0,0,0,0,0,0,0,0,0,0,
SWC-IBTS,1996,1,SCO2,GOV,36,56.3667,-8.5167,20/03/1996 06:56:00,127,44,41E1,D,126438,Merlangius merlangus,-9,0,33,156.556,24.26,18.465,6.748,0.571,0,0.4,0,0,
SWC-IBTS,1996,1,SCO2,GOV,37,55.8333,-8.3667,20/03/1996 10:50:00,139,47,40E1,D,126438,Merlangius merlangus,-9,0,607.533,227.133,79.733,10.833,10.833,2.6,0,4.333,0,0,
SWC-IBTS,1996,1,SCO2,GOV,38,55.8333,-7.7667,20/03/1996 16:28:00,140,47,40E2,D,126438,Merlangius merlangus,-9,0,1038.467,279.467,80.033,5.833,6.333,3.867,0,0,0,0,
